time,bid,ask,last,volume,time_msc,flags,volume_real
1738200900,107.307,107.345,0.0,0,1738200900134,134,0.0
1738200902,107.31,107.348,0.0,0,1738200902163,134,0.0
1738200903,107.309,107.347,0.0,0,1738200903342,134,0.0
1738200905,107.31,107.348,0.0,0,1738200905049,134,0.0
1738200909,107.309,107.347,0.0,0,1738200909153,134,0.0
1738200911,107.31,107.348,0.0,0,1738200911921,134,0.0
1738200913,107.309,107.347,0.0,0,1738200913785,134,0.0
1738200914,107.311,107.349,0.0,0,1738200914849,134,0.0
1738200915,107.313,107.351,0.0,0,1738200915882,134,0.0
1738200924,107.316,107.354,0.0,0,1738200924905,134,0.0
1738200925,107.317,107.355,0.0,0,1738200925912,134,0.0
1738200927,107.318,107.356,0.0,0,1738200927383,134,0.0
1738200933,107.317,107.355,0.0,0,1738200933555,134,0.0
1738200934,107.316,107.354,0.0,0,1738200934638,134,0.0
1738200939,107.314,107.352,0.0,0,1738200939329,134,0.0
1738200940,107.315,107.353,0.0,0,1738200940375,134,0.0
1738200942,107.313,107.351,0.0,0,1738200942499,134,0.0
1738200949,107.312,107.35,0.0,0,1738200949878,134,0.0
1738200951,107.315,107.353,0.0,0,1738200951111,134,0.0
1738200952,107.316,107.354,0.0,0,1738200952260,134,0.0
1738200955,107.317,107.355,0.0,0,1738200955565,134,0.0
1738200956,107.32,107.358,0.0,0,1738200956760,134,0.0
1738200959,107.321,107.359,0.0,0,1738200959365,134,0.0
1738200960,107.32,107.358,0.0,0,1738200960472,134,0.0
1738200965,107.319,107.357,0.0,0,1738200965840,134,0.0
1738200967,107.32,107.358,0.0,0,1738200967162,134,0.0
1738200968,107.319,107.357,0.0,0,1738200968453,134,0.0
1738200972,107.313,107.351,0.0,0,1738200972178,134,0.0
1738200972,107.308,107.346,0.0,0,1738200972204,134,0.0
1738200973,107.305,107.343,0.0,0,1738200973207,134,0.0
1738200974,107.311,107.349,0.0,0,1738200974219,134,0.0
1738200975,107.306,107.344,0.0,0,1738200975223,134,0.0
1738200976,107.309,107.347,0.0,0,1738200976376,134,0.0
1738200979,107.303,107.341,0.0,0,1738200979580,134,0.0
1738200980,107.305,107.343,0.0,0,1738200980739,134,0.0
1738200981,107.304,107.342,0.0,0,1738200981814,134,0.0
1738200982,107.305,107.343,0.0,0,1738200982830,134,0.0
1738200988,107.303,107.341,0.0,0,1738200988479,134,0.0
1738200990,107.302,107.34,0.0,0,1738200990126,134,0.0
1738200991,107.299,107.337,0.0,0,1738200991141,134,0.0
1738200992,107.301,107.339,0.0,0,1738200992241,134,0.0
1738201000,107.299,107.337,0.0,0,1738201000571,134,0.0
1738201002,107.298,107.336,0.0,0,1738201002593,134,0.0
1738201004,107.299,107.337,0.0,0,1738201004654,134,0.0
1738201006,107.3,107.338,0.0,0,1738201006328,134,0.0
1738201007,107.301,107.339,0.0,0,1738201007353,134,0.0
1738201008,107.3,107.338,0.0,0,1738201008474,134,0.0
1738201015,107.302,107.34,0.0,0,1738201015208,134,0.0
1738201017,107.303,107.341,0.0,0,1738201017897,134,0.0
1738201019,107.302,107.34,0.0,0,1738201019851,134,0.0
1738201020,107.301,107.339,0.0,0,1738201020981,134,0.0
1738201022,107.299,107.337,0.0,0,1738201022073,134,0.0
1738201023,107.298,107.336,0.0,0,1738201023434,134,0.0
1738201024,107.296,107.334,0.0,0,1738201024445,134,0.0
1738201025,107.293,107.331,0.0,0,1738201025473,134,0.0
1738201030,107.292,107.33,0.0,0,1738201030924,134,0.0
1738201035,107.293,107.331,0.0,0,1738201035041,134,0.0
1738201046,107.29,107.328,0.0,0,1738201046799,134,0.0
1738201048,107.289,107.327,0.0,0,1738201048305,134,0.0
1738201051,107.293,107.331,0.0,0,1738201051543,134,0.0
1738201052,107.294,107.332,0.0,0,1738201052563,134,0.0
1738201053,107.3,107.338,0.0,0,1738201053509,134,0.0
1738201055,107.294,107.332,0.0,0,1738201055777,134,0.0
1738201057,107.29,107.328,0.0,0,1738201057591,134,0.0
1738201058,107.291,107.329,0.0,0,1738201058650,134,0.0
1738201059,107.29,107.328,0.0,0,1738201059742,134,0.0
1738201060,107.291,107.329,0.0,0,1738201060777,134,0.0
1738201061,107.292,107.33,0.0,0,1738201061909,134,0.0
1738201069,107.294,107.332,0.0,0,1738201069217,134,0.0
1738201070,107.295,107.333,0.0,0,1738201070365,134,0.0
1738201072,107.294,107.332,0.0,0,1738201072665,134,0.0
1738201074,107.3,107.338,0.0,0,1738201074930,134,0.0
1738201075,107.299,107.337,0.0,0,1738201075944,134,0.0
1738201076,107.298,107.336,0.0,0,1738201076955,134,0.0
1738201078,107.292,107.33,0.0,0,1738201078753,134,0.0
1738201081,107.292,107.33,0.0,0,1738201081239,130,0.0
1738201085,107.298,107.336,0.0,0,1738201085457,134,0.0
1738201086,107.299,107.337,0.0,0,1738201086635,134,0.0
1738201092,107.297,107.335,0.0,0,1738201092089,134,0.0
1738201093,107.292,107.33,0.0,0,1738201093229,134,0.0
1738201100,107.291,107.329,0.0,0,1738201100006,134,0.0
1738201103,107.294,107.332,0.0,0,1738201103298,134,0.0
1738201104,107.295,107.333,0.0,0,1738201104739,134,0.0
1738201106,107.299,107.337,0.0,0,1738201106008,134,0.0
1738201107,107.296,107.334,0.0,0,1738201107084,134,0.0
1738201109,107.299,107.337,0.0,0,1738201109305,134,0.0
1738201112,107.3,107.338,0.0,0,1738201112613,134,0.0
1738201113,107.301,107.339,0.0,0,1738201113718,134,0.0
1738201117,107.3,107.338,0.0,0,1738201117120,134,0.0
1738201120,107.302,107.34,0.0,0,1738201120736,134,0.0
1738201121,107.298,107.336,0.0,0,1738201121739,134,0.0
1738201124,107.3,107.338,0.0,0,1738201124158,134,0.0
1738201125,107.301,107.339,0.0,0,1738201125179,134,0.0
1738201126,107.3,107.338,0.0,0,1738201126674,134,0.0
1738201129,107.294,107.332,0.0,0,1738201129845,134,0.0
1738201131,107.293,107.331,0.0,0,1738201131111,134,0.0
1738201131,107.287,107.325,0.0,0,1738201131252,134,0.0
1738201132,107.289,107.327,0.0,0,1738201132360,134,0.0
1738201135,107.288,107.326,0.0,0,1738201135717,134,0.0
1738201136,107.282,107.32,0.0,0,1738201136719,134,0.0
1738201137,107.281,107.319,0.0,0,1738201137828,134,0.0
1738201139,107.28,107.318,0.0,0,1738201139373,134,0.0
1738201140,107.28,107.318,0.0,0,1738201140394,130,0.0
1738201141,107.274,107.312,0.0,0,1738201141517,134,0.0
1738201142,107.275,107.313,0.0,0,1738201142574,134,0.0
1738201143,107.269,107.307,0.0,0,1738201143156,134,0.0
1738201144,107.266,107.304,0.0,0,1738201144183,134,0.0
1738201146,107.268,107.306,0.0,0,1738201146221,134,0.0
1738201147,107.269,107.307,0.0,0,1738201147408,134,0.0
1738201149,107.268,107.306,0.0,0,1738201149520,134,0.0
1738201153,107.262,107.3,0.0,0,1738201153796,134,0.0
1738201154,107.268,107.306,0.0,0,1738201154048,134,0.0
1738201155,107.266,107.304,0.0,0,1738201155059,134,0.0
1738201156,107.261,107.299,0.0,0,1738201156104,134,0.0
1738201157,107.26,107.298,0.0,0,1738201157616,134,0.0
1738201158,107.261,107.299,0.0,0,1738201158693,134,0.0
1738201162,107.255,107.293,0.0,0,1738201162315,134,0.0
1738201163,107.253,107.291,0.0,0,1738201163369,134,0.0
1738201164,107.252,107.29,0.0,0,1738201164389,134,0.0
1738201167,107.254,107.292,0.0,0,1738201167212,134,0.0
1738201168,107.253,107.291,0.0,0,1738201168453,134,0.0
1738201169,107.259,107.297,0.0,0,1738201169300,134,0.0
1738201171,107.257,107.295,0.0,0,1738201171297,134,0.0
1738201172,107.256,107.294,0.0,0,1738201172522,134,0.0
1738201176,107.257,107.295,0.0,0,1738201176297,134,0.0
1738201179,107.26,107.298,0.0,0,1738201179154,134,0.0
1738201181,107.259,107.297,0.0,0,1738201181659,134,0.0
1738201182,107.253,107.291,0.0,0,1738201182580,134,0.0
1738201183,107.252,107.29,0.0,0,1738201183955,134,0.0
1738201184,107.246,107.284,0.0,0,1738201184100,134,0.0
1738201185,107.248,107.286,0.0,0,1738201185137,134,0.0
1738201186,107.251,107.289,0.0,0,1738201186211,134,0.0
1738201188,107.253,107.291,0.0,0,1738201188293,134,0.0
1738201191,107.256,107.294,0.0,0,1738201191415,134,0.0
1738201193,107.254,107.292,0.0,0,1738201193328,134,0.0
1738201195,107.256,107.294,0.0,0,1738201195701,134,0.0
1738201196,107.259,107.297,0.0,0,1738201196735,134,0.0
1738201197,107.262,107.3,0.0,0,1738201197870,134,0.0
1738201199,107.268,107.306,0.0,0,1738201199978,134,0.0
1738201201,107.263,107.301,0.0,0,1738201201130,134,0.0
1738201203,107.264,107.302,0.0,0,1738201203200,134,0.0
1738201206,107.268,107.306,0.0,0,1738201206525,134,0.0
1738201207,107.269,107.307,0.0,0,1738201207564,134,0.0
1738201209,107.264,107.302,0.0,0,1738201209072,134,0.0
1738201210,107.266,107.304,0.0,0,1738201210186,134,0.0
1738201212,107.267,107.305,0.0,0,1738201212521,134,0.0
1738201213,107.272,107.31,0.0,0,1738201213206,134,0.0
1738201215,107.271,107.309,0.0,0,1738201215110,134,0.0
1738201216,107.273,107.311,0.0,0,1738201216141,134,0.0
1738201217,107.274,107.312,0.0,0,1738201217654,134,0.0
1738201218,107.278,107.316,0.0,0,1738201218817,134,0.0
1738201220,107.277,107.315,0.0,0,1738201220126,134,0.0
1738201223,107.283,107.321,0.0,0,1738201223231,134,0.0
1738201224,107.285,107.323,0.0,0,1738201224258,134,0.0
1738201225,107.289,107.327,0.0,0,1738201225292,134,0.0
1738201227,107.283,107.321,0.0,0,1738201227253,134,0.0
1738201228,107.281,107.319,0.0,0,1738201228323,134,0.0
1738201232,107.284,107.322,0.0,0,1738201232140,134,0.0
1738201233,107.285,107.323,0.0,0,1738201233253,134,0.0
1738201236,107.286,107.324,0.0,0,1738201236457,134,0.0
1738201241,107.285,107.323,0.0,0,1738201241951,134,0.0
1738201243,107.284,107.322,0.0,0,1738201243002,134,0.0
1738201244,107.282,107.32,0.0,0,1738201244009,134,0.0
