time,bid,ask,last,volume,time_msc,flags,volume_real
1740537466,0.89319,0.89332,0.0,0,1740537466197,4,0.0
1740537469,0.8932,0.89332,0.0,0,1740537469268,130,0.0
1740537470,0.8932,0.89333,0.0,0,1740537470272,4,0.0
1740537471,0.89321,0.89333,0.0,0,1740537471103,130,0.0
1740537471,0.89321,0.89334,0.0,0,1740537471860,4,0.0
1740537472,0.89323,0.89336,0.0,0,1740537472748,134,0.0
1740537474,0.89321,0.89334,0.0,0,1740537474247,134,0.0
1740537474,0.89319,0.89332,0.0,0,1740537474284,134,0.0
1740537474,0.89317,0.8933,0.0,0,1740537474420,134,0.0
1740537475,0.89316,0.89329,0.0,0,1740537475560,134,0.0
1740537476,0.89317,0.89329,0.0,0,1740537476754,130,0.0
1740537477,0.89315,0.89327,0.0,0,1740537477292,134,0.0
1740537478,0.89314,0.89327,0.0,0,1740537478381,130,0.0
1740537479,0.89314,0.89326,0.0,0,1740537479393,4,0.0
1740537480,0.89313,0.89326,0.0,0,1740537480461,130,0.0
1740537481,0.89315,0.89328,0.0,0,1740537481808,134,0.0
1740537482,0.89313,0.89326,0.0,0,1740537482980,134,0.0
1740537484,0.89312,0.89324,0.0,0,1740537484022,134,0.0
1740537485,0.89313,0.89326,0.0,0,1740537485363,134,0.0
1740537490,0.89313,0.89325,0.0,0,1740537490621,4,0.0
1740537494,0.89314,0.89326,0.0,0,1740537494930,134,0.0
1740537496,0.89314,0.89327,0.0,0,1740537496092,4,0.0
1740537498,0.89315,0.89327,0.0,0,1740537498118,130,0.0
1740537500,0.89314,0.89327,0.0,0,1740537500944,130,0.0
1740537502,0.89313,0.89325,0.0,0,1740537502479,134,0.0
1740537505,0.89315,0.89327,0.0,0,1740537505888,134,0.0
1740537506,0.89316,0.89329,0.0,0,1740537506923,134,0.0
1740537513,0.89315,0.89328,0.0,0,1740537513308,134,0.0
1740537514,0.89316,0.89329,0.0,0,1740537514602,134,0.0
1740537516,0.89317,0.89329,0.0,0,1740537516609,130,0.0
1740537517,0.89318,0.8933,0.0,0,1740537517283,134,0.0
1740537518,0.89317,0.8933,0.0,0,1740537518347,130,0.0
1740537518,0.89315,0.89328,0.0,0,1740537518634,134,0.0
1740537519,0.89314,0.89327,0.0,0,1740537519239,134,0.0
1740537521,0.89313,0.89326,0.0,0,1740537521102,134,0.0
1740537521,0.89312,0.89325,0.0,0,1740537521604,134,0.0
1740537522,0.89313,0.89325,0.0,0,1740537522674,130,0.0
1740537526,0.89311,0.89324,0.0,0,1740537526398,134,0.0
1740537536,0.89311,0.89323,0.0,0,1740537536531,4,0.0
1740537537,0.89311,0.89324,0.0,0,1740537537663,4,0.0
1740537539,0.89312,0.89324,0.0,0,1740537539412,130,0.0
1740537540,0.89312,0.89324,0.0,0,1740537540428,130,0.0
1740537544,0.89311,0.89324,0.0,0,1740537544715,130,0.0
1740537549,0.8931,0.89323,0.0,0,1740537549128,134,0.0
1740537549,0.89309,0.89322,0.0,0,1740537549977,134,0.0
1740537550,0.89309,0.89321,0.0,0,1740537550994,4,0.0
1740537555,0.89307,0.89319,0.0,0,1740537555658,134,0.0
1740537556,0.89307,0.8932,0.0,0,1740537556672,4,0.0
1740537557,0.89308,0.8932,0.0,0,1740537557676,130,0.0
1740537558,0.89308,0.89321,0.0,0,1740537558639,4,0.0
1740537560,0.89308,0.8932,0.0,0,1740537560035,4,0.0
1740537562,0.89307,0.8932,0.0,0,1740537562896,130,0.0
1740537564,0.89308,0.8932,0.0,0,1740537564569,130,0.0
1740537567,0.89308,0.89321,0.0,0,1740537567839,4,0.0
1740537568,0.89308,0.8932,0.0,0,1740537568845,4,0.0
1740537570,0.89308,0.89321,0.0,0,1740537570048,4,0.0
1740537572,0.89308,0.8932,0.0,0,1740537572184,4,0.0
1740537573,0.89308,0.89321,0.0,0,1740537573650,4,0.0
1740537574,0.89307,0.8932,0.0,0,1740537574260,134,0.0
1740537581,0.89305,0.89318,0.0,0,1740537581300,134,0.0
1740537582,0.89304,0.89317,0.0,0,1740537582394,134,0.0
1740537584,0.89303,0.89316,0.0,0,1740537584382,134,0.0
1740537585,0.89301,0.89313,0.0,0,1740537585534,134,0.0
1740537586,0.89301,0.89314,0.0,0,1740537586503,4,0.0
1740537589,0.89303,0.89316,0.0,0,1740537589838,134,0.0
1740537593,0.89304,0.89316,0.0,0,1740537593053,130,0.0
1740537596,0.89303,0.89316,0.0,0,1740537596100,130,0.0
1740537597,0.89304,0.89316,0.0,0,1740537597092,130,0.0
1740537598,0.89304,0.89317,0.0,0,1740537598259,4,0.0
1740537600,0.89304,0.89317,0.0,0,1740537600570,130,0.0
1740537601,0.89304,0.89316,0.0,0,1740537601679,4,0.0
1740537602,0.89303,0.89316,0.0,0,1740537602797,130,0.0
1740537611,0.89304,0.89316,0.0,0,1740537611186,130,0.0
1740537613,0.89303,0.89316,0.0,0,1740537613782,130,0.0
1740537615,0.89304,0.89316,0.0,0,1740537615050,130,0.0
1740537615,0.89304,0.89317,0.0,0,1740537615568,4,0.0
1740537615,0.89306,0.89319,0.0,0,1740537615657,134,0.0
1740537616,0.89308,0.8932,0.0,0,1740537616790,134,0.0
1740537617,0.89307,0.8932,0.0,0,1740537617871,130,0.0
1740537618,0.89307,0.89319,0.0,0,1740537618886,4,0.0
1740537619,0.89306,0.89319,0.0,0,1740537619902,130,0.0
1740537625,0.89307,0.89319,0.0,0,1740537625641,130,0.0
1740537626,0.89307,0.8932,0.0,0,1740537626680,4,0.0
1740537628,0.89308,0.8932,0.0,0,1740537628205,130,0.0
1740537631,0.89308,0.89321,0.0,0,1740537631562,4,0.0
1740537632,0.89309,0.89321,0.0,0,1740537632762,130,0.0
1740537633,0.89308,0.89321,0.0,0,1740537633777,130,0.0
1740537639,0.89308,0.8932,0.0,0,1740537639361,4,0.0
1740537640,0.89308,0.89321,0.0,0,1740537640361,4,0.0
1740537641,0.89308,0.8932,0.0,0,1740537641186,4,0.0
1740537642,0.89307,0.8932,0.0,0,1740537642351,130,0.0
1740537646,0.89308,0.89321,0.0,0,1740537646767,134,0.0
1740537648,0.89308,0.8932,0.0,0,1740537648893,4,0.0
1740537652,0.89307,0.8932,0.0,0,1740537652452,130,0.0
1740537653,0.89308,0.8932,0.0,0,1740537653574,130,0.0
1740537657,0.89307,0.8932,0.0,0,1740537657636,130,0.0
1740537658,0.89308,0.8932,0.0,0,1740537658652,130,0.0
1740537660,0.89308,0.8932,0.0,0,1740537660682,130,0.0
