datetime,timestamp,open,high,low,close,volume,spread,real_volume,ema8,ema13,ema21,ema200
2020-12-06,1607212800,24.15,24.841,23.495,23.905,124536,0,0,23.905,23.905,23.905,23.905
2020-12-13,1607817600,23.931,26.093,23.643,25.775,139227,0,0,24.320555555555558,24.17214285714286,24.075,23.92360696517413
2020-12-20,1608422400,25.808,27.372,24.916,25.739,139847,0,0,24.63576543209877,24.39597959183674,24.22627272727273,23.941670577460954
2020-12-27,1609027200,25.943,26.746,25.875,26.324,113663,0,0,25.010928669410152,24.671411078717206,24.41697520661157,23.965375347834478
2021-01-03,1609632000,26.623,27.891,24.445,25.404,187701,0,0,25.098277853985675,24.776066638900463,24.506704733283247,23.979690020990354
2021-01-10,1610236800,25.468,25.86,24.308,24.723,179057,0,0,25.014882775322192,24.768485690486113,24.526367939348408,23.98708614018448
2021-01-17,1610841600,24.76,26.015,24.104,25.452,159477,0,0,25.112019936361705,24.86613059184524,24.61051630849855,24.001662397496077
2021-01-24,1611446400,25.509,27.622,24.675,26.955,189089,0,0,25.521571061614658,25.16454050729592,24.823651189544133,24.031048841302088
2021-01-31,1612051200,28.425,30.018,25.871,26.885,201414,0,0,25.824555270144735,25.410320434825074,25.011046535949212,24.059446365269235
2021-02-07,1612656000,27.175,27.776,26.678,27.32,143596,0,0,26.156876321223685,25.683131801278638,25.220951396317467,24.0918896850178
2021-02-14,1613260800,27.467,27.922,26.134,27.243,130667,0,0,26.39823713872953,25.905970115381688,25.404773996652242,24.123244016510164
2021-02-21,1613865600,27.502,28.296,26.109,26.643,173709,0,0,26.452628885678525,26.01126009889859,25.517339996956583,24.14831621535086
2021-02-28,1614470400,26.708,27.044,24.807,25.21,170539,0,0,26.176489133305523,25.896794370484507,25.489399997233257,24.15888023310856
2021-03-07,1615075200,25.446,26.424,24.921,25.892,154994,0,0,26.113269325904295,25.896109460415293,25.525999997484778,24.17612520591345
2021-03-14,1615680000,25.954,26.603,25.73,26.207,131656,0,0,26.13409836459223,25.94052239464168,25.587909088622524,24.196332915307348
2021-03-21,1616284800,26.123,26.136,24.383,25.025,124661,0,0,25.88763206134951,25.80973348112144,25.536735535111383,24.204578358936132
2021-03-28,1616889600,25.026,25.057,23.751,24.929,100215,0,0,25.67460271438295,25.683914412389807,25.48148685010126,24.211786534469105
2021-04-04,1617494400,24.926,25.588,24.587,25.227,102257,0,0,25.575135444520072,25.61864092490555,25.458351681910234,24.221888160991803
2021-04-11,1618099200,25.18,26.277,24.659,25.935,111657,0,0,25.655105345737834,25.66383507849047,25.501683347191122,24.23893404993716
2021-04-18,1618704000,25.896,26.618,25.608,25.978,126794,0,0,25.72685971335165,25.708715781563264,25.54498486108284,24.256238188743755
2021-04-25,1619308800,25.949,26.45,25.68,25.881,103425,0,0,25.76111311038462,25.733327812768515,25.575531691893488,24.27240497293536
2021-05-02,1619913600,25.842,27.64,25.78,27.417,104831,0,0,26.129087974743594,25.973852410944442,25.74293790172135,24.30369447569222
2021-05-09,1620518400,27.482,27.848,26.693,27.393,131515,0,0,26.409957313689464,26.176587780809523,25.89294354701941,24.334433834143045
2021-05-16,1621123200,27.387,28.715,27.168,27.526,131704,0,0,26.657966799536247,26.369360954979594,26.041403224563098,24.366190711415257
2021-05-23,1621728000,27.498,28.2,27.367,27.896,115151,0,0,26.933085288528194,26.58745224712537,26.210002931421,24.40131319189869
2021-05-30,1622332800,27.895,28.522,27.004,27.762,100940,0,0,27.117288557744153,26.75524478325032,26.35109357401909,24.434752861631043
2021-06-06,1622937600,27.733,28.254,27.437,27.89,101441,0,0,27.289002211578786,26.917352671357417,26.49099415819917,24.46913343017203
2021-06-13,1623542400,27.928,27.99,25.724,25.777,123064,0,0,26.953001720116834,26.754445146877785,26.426085598362885,24.482147027881762
2021-06-20,1624147200,25.849,26.273,25.528,26.077,112185,0,0,26.758334671201983,26.657667268752387,26.394350543966258,24.498016211683936
2021-06-27,1624752000,26.075,26.54,25.5,26.439,103658,0,0,26.687371410934876,26.62642908750205,26.39840958542387,24.51732948320947
2021-07-04,1625356800,26.427,26.75,25.74,26.076,103221,0,0,26.551511097393792,26.547796360716042,26.369099623112607,24.532838642580522
2021-07-11,1625961600,26.078,26.439,25.575,25.642,107071,0,0,26.349397520195172,26.41839688061375,26.3029996573751,24.543875073997633
2021-07-18,1626566400,25.624,25.734,24.73,25.157,117409,0,0,26.084420293485135,26.238197326240357,26.198817870341,24.549975819529998
