datetime,timestamp,open,high,low,close,volume,spread,real_volume,ema8,ema13,ema21,ema200
2021-12-01,1638316800,0.71243,0.72769,0.69923,0.7269,477270,12,0,0.7269,0.7269,0.7269,0.7269
2022-01-01,1640995200,0.72634,0.73136,0.69669,0.70675,577762,11,0,0.7224222222222222,0.7240214285714286,0.7250681818181818,0.7266995024875622
2022-02-01,1643673600,0.70673,0.72833,0.70327,0.7258,716563,11,0,0.7231728395061727,0.7242755102040817,0.7251347107438015,0.7266905522140541
2022-03-01,1646092800,0.72582,0.75394,0.71641,0.74908,811452,11,0,0.7289299862825788,0.7278190087463557,0.7273115552216377,0.7269133327890387
2022-04-01,1648771200,0.74911,0.76606,0.70544,0.70609,625656,11,0,0.7238544337753391,0.7247148646397336,0.7253823229287615,0.7267061354478542
2022-05-01,1651363200,0.7068,0.72655,0.68283,0.71819,1044088,11,0,0.7225956707141525,0.7237827411197717,0.7247284753897831,0.7266213977817064
2022-06-01,1654041600,0.71822,0.72823,0.685,0.6897,940298,11,0,0.7152855216665631,0.7189137781026614,0.7215440685361665,0.7262540206893512
2022-07-01,1656633600,0.68973,0.70312,0.6681,0.69701,907493,11,0,0.7112242946295491,0.7157846669451384,0.7193136986692423,0.7259630354088602
2022-08-01,1659312000,0.69703,0.71362,0.68253,0.68271,816215,11,0,0.7048877847118715,0.7110597145244044,0.7159860896993112,0.7255326569470806
2022-09-01,1661990400,0.68273,0.69154,0.63626,0.63994,1041208,11,0,0.6904549436647889,0.7008997553066324,0.7090728088175555,0.7246809887187515
2022-10-01,1664582400,0.64023,0.65468,0.61695,0.64087,1205428,11,0,0.6794360672948357,0.6923240759771135,0.702872553470505,0.7238470485324953
2022-11-01,1667260800,0.64089,0.68005,0.62717,0.67986,1158318,11,0,0.67953027456265,0.6905434936946688,0.7007805031550045,0.7234093664575451
2022-12-01,1669852800,0.67986,0.68926,0.66287,0.68171,913838,11,0,0.6800146579931723,0.6892815660240019,0.6990468210500042,0.7229944473883158
