time,bid,ask,last,volume,time_msc,flags,volume_real
1743187847,194.571,194.589,0.0,0,1743187847379,4,0.0
1743187847,194.575,194.594,0.0,0,1743187847706,134,0.0
1743187847,194.576,194.594,0.0,0,1743187847732,130,0.0
1743187848,194.577,194.595,0.0,0,1743187848038,134,0.0
1743187848,194.584,194.602,0.0,0,1743187848084,134,0.0
1743187848,194.582,194.599,0.0,0,1743187848365,134,0.0
1743187848,194.582,194.6,0.0,0,1743187848693,4,0.0
1743187848,194.583,194.601,0.0,0,1743187848739,134,0.0
1743187849,194.584,194.601,0.0,0,1743187849029,130,0.0
1743187849,194.585,194.603,0.0,0,1743187849355,134,0.0
1743187849,194.584,194.601,0.0,0,1743187849683,134,0.0
1743187850,194.579,194.597,0.0,0,1743187850020,134,0.0
1743187850,194.58,194.598,0.0,0,1743187850051,134,0.0
1743187850,194.578,194.595,0.0,0,1743187850343,134,0.0
1743187850,194.579,194.597,0.0,0,1743187850354,134,0.0
1743187851,194.577,194.595,0.0,0,1743187851005,134,0.0
1743187851,194.58,194.598,0.0,0,1743187851334,134,0.0
1743187851,194.579,194.597,0.0,0,1743187851666,134,0.0
1743187851,194.577,194.595,0.0,0,1743187851996,134,0.0
1743187852,194.574,194.593,0.0,0,1743187852324,134,0.0
1743187852,194.567,194.585,0.0,0,1743187852989,134,0.0
1743187853,194.568,194.586,0.0,0,1743187853316,134,0.0
1743187853,194.563,194.582,0.0,0,1743187853647,134,0.0
1743187853,194.562,194.58,0.0,0,1743187853973,134,0.0
1743187853,194.56,194.579,0.0,0,1743187853993,134,0.0
1743187854,194.557,194.575,0.0,0,1743187854348,134,0.0
1743187854,194.559,194.577,0.0,0,1743187854968,134,0.0
1743187855,194.552,194.57,0.0,0,1743187855624,134,0.0
1743187856,194.551,194.569,0.0,0,1743187856285,134,0.0
1743187856,194.546,194.564,0.0,0,1743187856616,134,0.0
1743187857,194.543,194.561,0.0,0,1743187857345,134,0.0
1743187857,194.54,194.558,0.0,0,1743187857936,134,0.0
1743187858,194.54,194.557,0.0,0,1743187858263,4,0.0
1743187858,194.541,194.558,0.0,0,1743187858595,134,0.0
1743187858,194.543,194.561,0.0,0,1743187858925,134,0.0
1743187859,194.538,194.555,0.0,0,1743187859919,134,0.0
1743187859,194.535,194.553,0.0,0,1743187859960,134,0.0
1743187860,194.535,194.552,0.0,0,1743187860247,134,0.0
1743187860,194.535,194.553,0.0,0,1743187860262,4,0.0
1743187860,194.538,194.555,0.0,0,1743187860575,134,0.0
1743187860,194.54,194.558,0.0,0,1743187860919,134,0.0
1743187861,194.545,194.562,0.0,0,1743187861236,134,0.0
1743187861,194.543,194.561,0.0,0,1743187861566,134,0.0
1743187862,194.545,194.563,0.0,0,1743187862228,134,0.0
1743187862,194.546,194.564,0.0,0,1743187862556,134,0.0
1743187862,194.547,194.564,0.0,0,1743187862896,130,0.0
1743187863,194.554,194.572,0.0,0,1743187863213,134,0.0
1743187863,194.555,194.572,0.0,0,1743187863550,130,0.0
1743187863,194.561,194.579,0.0,0,1743187863877,134,0.0
1743187863,194.563,194.58,0.0,0,1743187863899,134,0.0
1743187864,194.561,194.58,0.0,0,1743187864208,130,0.0
1743187864,194.56,194.579,0.0,0,1743187864556,134,0.0
1743187864,194.549,194.569,0.0,0,1743187864867,134,0.0
1743187865,194.55,194.569,0.0,0,1743187865200,130,0.0
1743187865,194.551,194.57,0.0,0,1743187865220,134,0.0
1743187865,194.547,194.566,0.0,0,1743187865857,134,0.0
1743187865,194.548,194.567,0.0,0,1743187865865,134,0.0
1743187866,194.549,194.567,0.0,0,1743187866189,130,0.0
1743187866,194.548,194.566,0.0,0,1743187866515,134,0.0
1743187866,194.546,194.563,0.0,0,1743187866844,134,0.0
1743187867,194.544,194.562,0.0,0,1743187867839,134,0.0
1743187868,194.538,194.555,0.0,0,1743187868495,134,0.0
1743187868,194.535,194.553,0.0,0,1743187868825,134,0.0
1743187869,194.533,194.55,0.0,0,1743187869489,134,0.0
1743187869,194.532,194.549,0.0,0,1743187869505,134,0.0
1743187869,194.527,194.544,0.0,0,1743187869814,134,0.0
1743187869,194.529,194.547,0.0,0,1743187869859,134,0.0
1743187870,194.526,194.544,0.0,0,1743187870148,134,0.0
1743187870,194.525,194.543,0.0,0,1743187870163,134,0.0
1743187870,194.526,194.543,0.0,0,1743187870475,130,0.0
1743187870,194.524,194.541,0.0,0,1743187870804,134,0.0
1743187871,194.525,194.543,0.0,0,1743187871135,134,0.0
1743187871,194.517,194.535,0.0,0,1743187871471,134,0.0
1743187871,194.521,194.539,0.0,0,1743187871486,134,0.0
1743187871,194.515,194.533,0.0,0,1743187871794,134,0.0
1743187872,194.511,194.528,0.0,0,1743187872128,134,0.0
1743187872,194.513,194.53,0.0,0,1743187872453,134,0.0
1743187872,194.512,194.53,0.0,0,1743187872503,130,0.0
1743187872,194.511,194.528,0.0,0,1743187872786,134,0.0
1743187873,194.508,194.526,0.0,0,1743187873774,134,0.0
1743187874,194.507,194.525,0.0,0,1743187874105,134,0.0
1743187874,194.508,194.526,0.0,0,1743187874122,134,0.0
1743187874,194.51,194.527,0.0,0,1743187874435,134,0.0
1743187876,194.514,194.531,0.0,0,1743187876417,134,0.0
1743187876,194.512,194.53,0.0,0,1743187876448,134,0.0
1743187877,194.503,194.521,0.0,0,1743187877074,134,0.0
1743187877,194.502,194.52,0.0,0,1743187877405,134,0.0
1743187877,194.503,194.521,0.0,0,1743187877737,134,0.0
1743187878,194.505,194.522,0.0,0,1743187878065,134,0.0
1743187878,194.503,194.521,0.0,0,1743187878396,134,0.0
1743187878,194.505,194.522,0.0,0,1743187878732,134,0.0
1743187879,194.503,194.521,0.0,0,1743187879057,134,0.0
1743187880,194.501,194.518,0.0,0,1743187880042,134,0.0
1743187880,194.5,194.517,0.0,0,1743187880374,134,0.0
1743187881,194.503,194.521,0.0,0,1743187881034,134,0.0
1743187881,194.505,194.522,0.0,0,1743187881366,134,0.0
1743187882,194.503,194.521,0.0,0,1743187882031,134,0.0
1743187884,194.478,194.496,0.0,0,1743187884022,134,0.0
1743187884,194.485,194.502,0.0,0,1743187884335,134,0.0
1743187884,194.483,194.501,0.0,0,1743187884368,134,0.0
1743187884,194.479,194.497,0.0,0,1743187884669,134,0.0
1743187884,194.481,194.498,0.0,0,1743187884995,134,0.0
1743187885,194.479,194.498,0.0,0,1743187885020,130,0.0
1743187885,194.482,194.501,0.0,0,1743187885333,134,0.0
1743187885,194.481,194.5,0.0,0,1743187885655,134,0.0
1743187885,194.482,194.501,0.0,0,1743187885984,134,0.0
1743187886,194.484,194.503,0.0,0,1743187886315,134,0.0
1743187886,194.481,194.5,0.0,0,1743187886344,134,0.0
1743187886,194.479,194.497,0.0,0,1743187886643,134,0.0
1743187886,194.475,194.494,0.0,0,1743187886977,134,0.0
1743187887,194.481,194.5,0.0,0,1743187887304,134,0.0
1743187887,194.486,194.506,0.0,0,1743187887968,134,0.0
1743187888,194.489,194.508,0.0,0,1743187888294,134,0.0
1743187888,194.485,194.504,0.0,0,1743187888308,134,0.0
1743187888,194.486,194.506,0.0,0,1743187888625,134,0.0
1743187888,194.485,194.504,0.0,0,1743187888662,134,0.0
1743187889,194.493,194.514,0.0,0,1743187889290,134,0.0
1743187889,194.492,194.512,0.0,0,1743187889616,134,0.0
1743187890,194.493,194.512,0.0,0,1743187890274,130,0.0
1743187891,194.503,194.521,0.0,0,1743187891595,134,0.0
1743187891,194.502,194.521,0.0,0,1743187891927,130,0.0
1743187892,194.507,194.526,0.0,0,1743187892253,134,0.0
1743187892,194.504,194.523,0.0,0,1743187892583,134,0.0
1743187892,194.506,194.525,0.0,0,1743187892603,134,0.0
1743187892,194.51,194.528,0.0,0,1743187892917,134,0.0
1743187893,194.508,194.528,0.0,0,1743187893246,130,0.0
1743187893,194.509,194.53,0.0,0,1743187893575,134,0.0
1743187893,194.505,194.525,0.0,0,1743187893619,134,0.0
