datetime,timestamp,open,high,low,close,volume,spread,real_volume,ema8,ema13,ema21,ema200
2020-12-01,1606780800,1.19268,1.2076500000000001,1.1926,1.20691,38238,1,0,1.20691,1.20691,1.20691,1.20691
2020-12-02,1606867200,1.2069,1.21185,1.20401,1.21173,40494,1,0,1.207981111111111,1.2075985714285715,1.2073481818181817,1.206957960199005
2020-12-03,1606953600,1.21148,1.21747,1.21011,1.21468,38425,1,0,1.2094697530864198,1.2086102040816329,1.2080147107438015,1.2070347964159305
2020-12-04,1607040000,1.21405,1.21775,1.21103,1.21205,38680,1,0,1.2100431412894377,1.2091016034985425,1.2083815552216377,1.207084698939155
2020-12-07,1607299200,1.21255,1.21662,1.20786,1.21087,37557,1,0,1.2102268876695625,1.2093542315701793,1.208607777474216,1.2071223636263277
2020-12-08,1607385600,1.21083,1.2134,1.20957,1.21057,36097,1,0,1.2103031348541042,1.2095279127744394,1.2087861613401965,1.207156668465867
2020-12-09,1607472000,1.21034,1.21473,1.20591,1.20818,37078,1,0,1.2098313271087477,1.2093353538066625,1.208731055763815,1.2071668508691917
2020-12-10,1607558400,1.20817,1.21589,1.20747,1.2142,42574,1,0,1.210802143306804,1.2100303032628534,1.209228232512559,1.2072368324525828
2020-12-11,1607644800,1.21391,1.21628,1.21055,1.21131,37696,1,0,1.2109150003497364,1.210213117082446,1.2094174841023264,1.2072773614829055
2020-12-14,1607904000,1.21346,1.21768,1.21158,1.21451,33850,1,0,1.211713889160906,1.2108269574992394,1.2098804400930239,1.2073493280353145
2020-12-15,1607990400,1.21436,1.21688,1.21222,1.21556,35110,1,0,1.2125685804584825,1.2115031064279196,1.2103967637209307,1.207431026263819
2020-12-16,1608076800,1.21527,1.22122,1.21254,1.22001,38265,1,0,1.2142222292454865,1.2127183769382168,1.2112706942917553,1.2075561901815919
2020-12-17,1608163200,1.21984,1.22728,1.21902,1.22708,34996,1,0,1.2170795116353783,1.2147700373756145,1.2127079039015956,1.2077504569459543
2020-12-18,1608249600,1.22675,1.2271,1.22255,1.22541,32554,1,0,1.2189307312719608,1.216290032036241,1.2138626399105414,1.207926173792263
2020-12-21,1608508800,1.22244,1.22528,1.21299,1.22348,50138,1,0,1.2199416798781917,1.2173171703167782,1.2147369453732195,1.2080809382321411
2020-12-22,1608595200,1.22352,1.22569,1.21523,1.21648,39647,1,0,1.219172417683038,1.2171975745572383,1.2148954048847451,1.2081645109860502
2020-12-23,1608681600,1.2162600000000001,1.22211,1.21539,1.2182,38144,1,0,1.2189563248645852,1.2173407781919185,1.2151958226224955,1.2082643665981292
2020-12-24,1608768000,1.21852,1.22157,1.21774,1.21845,24828,1,0,1.2188438082280106,1.2174992384502161,1.2154916569295413,1.2083657161842176
2020-12-25,1608854400,1.218,1.22013,1.21719,1.21959,1315,1,0,1.219009628621786,1.217797918671614,1.2158642335723102,1.208477400600295
2020-12-28,1609113600,1.21856,1.22503,1.21789,1.22135,33541,1,0,1.219529711150278,1.2183053588613835,1.216362939611191,1.2086054861664612
2020-12-29,1609200000,1.22121,1.22751,1.2207,1.22511,33224,1,0,1.2207697753391051,1.2192774504526145,1.2171581269192646,1.2087697101847055
2020-12-30,1609286400,1.22479,1.23098,1.22479,1.22994,34983,1,0,1.2228076030415262,1.2208006718165267,1.2183201153811496,1.2089803598346092
2020-12-31,1609372800,1.22976,1.23092,1.22093,1.22178,32457,1,0,1.222579246810076,1.2209405758427372,1.2186346503464995,1.209107719438245
2021-01-04,1609718400,1.2231,1.23092,1.22302,1.22506,46166,1,0,1.223130525296726,1.2215290650080606,1.2192187730422723,1.2092664485980635
2021-01-05,1609804800,1.22465,1.23057,1.22464,1.22963,43327,1,0,1.2245748530085647,1.2226863414354807,1.2201652482202474,1.2094690710000728
2021-01-06,1609891200,1.22973,1.23493,1.22657,1.23269,58531,1,0,1.2263782190066614,1.2241154355161263,1.2213038620184067,1.2097001250199726
