datetime,timestamp,open,high,low,close,volume,spread,real_volume
2024-12-01 23:05:00,1733094300,2649.054,2649.684,2648.055,2648.634,672,160,0
2024-12-01 23:10:00,1733094600,2648.634,2648.833,2647.823,2648.569,551,160,0
2024-12-01 23:15:00,1733094900,2648.584,2650.324,2648.389,2649.201,443,160,0
2024-12-01 23:20:00,1733095200,2649.266,2649.342,2646.208,2646.451,503,159,0
2024-12-01 23:25:00,1733095500,2646.449,2646.6,2644.182,2646.147,665,160,0
2024-12-01 23:30:00,1733095800,2646.142,2646.246,2643.053,2643.855,699,160,0
2024-12-01 23:35:00,1733096100,2643.875,2646.275,2643.563,2646.004,487,159,0
2024-12-01 23:40:00,1733096400,2645.997,2646.386,2645.294,2645.579,394,160,0
2024-12-01 23:45:00,1733096700,2645.551,2647.09,2645.375,2646.21,480,160,0
2024-12-01 23:50:00,1733097000,2646.244,2647.757,2646.244,2646.806,371,160,0
2024-12-01 23:55:00,1733097300,2646.749,2646.931,2645.534,2645.659,331,160,0
2024-12-02 00:00:00,1733097600,2645.756,2647.667,2645.744,2645.957,720,160,0
2024-12-02 00:05:00,1733097900,2645.968,2646.789,2645.354,2645.397,434,160,0
2024-12-02 00:10:00,1733098200,2645.385,2645.966,2644.693,2644.786,505,159,0
2024-12-02 00:15:00,1733098500,2644.784,2645.295,2643.879,2644.034,493,160,0
2024-12-02 00:20:00,1733098800,2644.002,2645.293,2643.084,2643.577,480,160,0
2024-12-02 00:25:00,1733099100,2643.553,2644.897,2643.449,2644.011,568,160,0
2024-12-02 00:30:00,1733099400,2644.051,2644.513,2642.924,2643.047,662,159,0
2024-12-02 00:35:00,1733099700,2643.034,2643.034,2639.543,2639.665,948,159,0
2024-12-02 00:40:00,1733100000,2639.723,2640.147,2629.954,2632.86,2277,159,0
2024-12-02 00:45:00,1733100300,2632.902,2636.32,2630.917,2636.089,1415,159,0
2024-12-02 00:50:00,1733100600,2636.138,2638.536,2635.916,2636.734,1089,159,0
2024-12-02 00:55:00,1733100900,2636.766,2639.019,2636.095,2637.43,808,160,0
2024-12-02 01:00:00,1733101200,2637.392,2637.826,2632.207,2634.442,2897,159,0
2024-12-02 01:05:00,1733101500,2634.388,2635.56,2631.602,2632.613,1945,159,0
2024-12-02 01:10:00,1733101800,2632.571,2633.627,2631.269,2632.377,1657,159,0
2024-12-02 01:15:00,1733102100,2632.342,2635.101,2627.128,2629.166,1994,159,0
2024-12-02 01:20:00,1733102400,2629.191,2629.408,2622.897,2626.168,2614,159,0
2024-12-02 01:25:00,1733102700,2626.205,2627.601,2624.665,2627.32,1457,159,0
2024-12-02 01:30:00,1733103000,2627.346,2630.787,2627.346,2630.752,1523,159,0
2024-12-02 01:35:00,1733103300,2630.792,2634.933,2630.551,2634.62,1493,160,0
2024-12-02 01:40:00,1733103600,2634.66,2636.477,2634.637,2636.477,1170,159,0
2024-12-02 01:45:00,1733103900,2636.436,2639.232,2636.338,2636.619,1241,160,0
2024-12-02 01:50:00,1733104200,2636.583,2637.451,2635.096,2636.558,1032,160,0
2024-12-02 01:55:00,1733104500,2636.559,2636.587,2634.862,2635.89,934,160,0
2024-12-02 02:00:00,1733104800,2635.876,2638.08,2634.665,2635.535,1371,160,0
2024-12-02 02:05:00,1733105100,2635.55,2635.988,2632.527,2633.838,1085,159,0
2024-12-02 02:10:00,1733105400,2633.806,2633.859,2630.347,2632.336,1353,160,0
2024-12-02 02:15:00,1733105700,2632.377,2632.377,2627.983,2628.677,1052,160,0
2024-12-02 02:20:00,1733106000,2628.641,2630.313,2628.336,2629.633,785,160,0
2024-12-02 02:25:00,1733106300,2629.642,2630.764,2628.612,2630.11,693,159,0
2024-12-02 02:30:00,1733106600,2630.074,2633.243,2629.448,2631.53,1132,159,0
2024-12-02 02:35:00,1733106900,2631.504,2632.352,2628.965,2630.303,1070,159,0
2024-12-02 02:40:00,1733107200,2630.221,2631.436,2629.174,2631.197,1000,159,0
2024-12-02 02:45:00,1733107500,2631.223,2632.006,2629.893,2631.376,922,160,0
2024-12-02 02:50:00,1733107800,2631.377,2632.219,2630.17,2631.26,713,160,0
2024-12-02 02:55:00,1733108100,2631.191,2631.364,2625.498,2626.749,1297,159,0
2024-12-02 03:00:00,1733108400,2626.781,2626.971,2624.123,2624.818,1207,159,0
2024-12-02 03:05:00,1733108700,2624.781,2626.075,2624.033,2625.326,1007,160,0
2024-12-02 03:10:00,1733109000,2625.325,2627.059,2624.611,2626.116,1077,159,0
2024-12-02 03:15:00,1733109300,2626.155,2628.122,2625.851,2627.752,1001,160,0
2024-12-02 03:20:00,1733109600,2627.741,2628.471,2625.563,2626.907,818,160,0
2024-12-02 03:25:00,1733109900,2626.908,2628.562,2626.736,2628.452,725,159,0
2024-12-02 03:30:00,1733110200,2628.487,2628.507,2625.51,2625.908,712,159,0
2024-12-02 03:35:00,1733110500,2625.876,2627.037,2624.696,2626.405,1091,159,0
2024-12-02 03:40:00,1733110800,2626.431,2627.923,2625.665,2627.463,705,159,0
2024-12-02 03:45:00,1733111100,2627.395,2630.43,2626.861,2629.991,502,160,0
2024-12-02 03:50:00,1733111400,2629.995,2631.049,2628.922,2629.983,553,159,0
2024-12-02 03:55:00,1733111700,2629.957,2630.415,2628.784,2629.272,427,159,0
2024-12-02 04:00:00,1733112000,2629.235,2629.338,2627.665,2628.866,640,160,0
2024-12-02 04:05:00,1733112300,2628.874,2629.911,2627.319,2627.796,480,159,0
2024-12-02 04:10:00,1733112600,2627.71,2629.515,2627.538,2629.47,453,160,0
2024-12-02 04:15:00,1733112900,2629.433,2629.433,2627.246,2627.38,446,159,0
2024-12-02 04:20:00,1733113200,2627.373,2628.799,2626.845,2627.781,451,159,0
2024-12-02 04:25:00,1733113500,2627.779,2629.018,2627.283,2628.646,479,160,0
2024-12-02 04:30:00,1733113800,2628.626,2630.541,2628.29,2630.036,520,160,0
2024-12-02 04:35:00,1733114100,2630.027,2630.155,2628.93,2629.294,430,159,0
2024-12-02 04:40:00,1733114400,2629.283,2629.691,2627.787,2627.842,432,159,0
2024-12-02 04:45:00,1733114700,2627.84,2628.02,2626.152,2626.802,512,160,0
2024-12-02 04:50:00,1733115000,2626.788,2628.658,2626.51,2627.92,511,160,0
2024-12-02 04:55:00,1733115300,2627.925,2628.676,2627.554,2628.542,411,160,0
2024-12-02 05:00:00,1733115600,2628.549,2628.781,2626.586,2627.302,623,159,0
2024-12-02 05:05:00,1733115900,2627.338,2627.423,2626.332,2626.721,498,160,0
2024-12-02 05:10:00,1733116200,2626.698,2627.576,2625.308,2625.553,518,160,0
2024-12-02 05:15:00,1733116500,2625.556,2625.713,2622.866,2623.743,665,160,0
2024-12-02 05:20:00,1733116800,2623.751,2624.109,2621.882,2623.046,749,160,0
2024-12-02 05:25:00,1733117100,2623.015,2624.568,2622.512,2624.42,536,159,0
2024-12-02 05:30:00,1733117400,2624.455,2625.586,2622.832,2625.003,980,159,0
2024-12-02 05:35:00,1733117700,2624.999,2626.417,2624.708,2625.679,743,160,0
2024-12-02 05:40:00,1733118000,2625.675,2627.717,2625.382,2627.096,721,160,0
2024-12-02 05:45:00,1733118300,2627.087,2628.795,2626.263,2627.205,1176,159,0
2024-12-02 05:50:00,1733118600,2627.171,2628.266,2627.032,2627.453,1330,159,0
2024-12-02 05:55:00,1733118900,2627.523,2627.629,2623.028,2623.207,813,160,0
2024-12-02 06:00:00,1733119200,2623.17,2624.69,2622.727,2623.273,839,160,0
2024-12-02 06:05:00,1733119500,2623.231,2624.209,2621.838,2623.592,1023,160,0
2024-12-02 06:10:00,1733119800,2623.626,2624.435,2622.517,2623.819,821,160,0
2024-12-02 06:15:00,1733120100,2623.797,2624.779,2622.443,2622.978,853,159,0
2024-12-02 06:20:00,1733120400,2622.974,2624.345,2622.513,2623.218,725,159,0
2024-12-02 06:25:00,1733120700,2623.185,2625.253,2622.837,2624.697,704,159,0
2024-12-02 06:30:00,1733121000,2624.656,2624.963,2622.91,2623.569,814,159,0
2024-12-02 06:35:00,1733121300,2623.541,2625.989,2622.603,2625.885,868,160,0
2024-12-02 06:40:00,1733121600,2625.901,2626.305,2624.821,2625.821,801,160,0
2024-12-02 06:45:00,1733121900,2625.865,2626.528,2625.34,2626.133,628,160,0
2024-12-02 06:50:00,1733122200,2626.13,2627.697,2625.596,2627.34,702,159,0
2024-12-02 06:55:00,1733122500,2627.298,2627.541,2625.647,2625.981,685,160,0
2024-12-02 07:00:00,1733122800,2625.958,2627.629,2625.215,2627.169,754,160,0
2024-12-02 07:05:00,1733123100,2627.207,2628.804,2626.364,2628.538,694,160,0
2024-12-02 07:10:00,1733123400,2628.58,2630.014,2628.58,2629.553,728,160,0
2024-12-02 07:15:00,1733123700,2629.544,2629.889,2628.395,2628.599,615,160,0
2024-12-02 07:20:00,1733124000,2628.597,2629.337,2628.414,2628.969,609,159,0
2024-12-02 07:25:00,1733124300,2629.008,2631.669,2628.957,2631.326,623,160,0
2024-12-02 07:30:00,1733124600,2631.325,2631.812,2630.44,2631.285,605,159,0
2024-12-02 07:35:00,1733124900,2631.33,2632.633,2630.72,2632.462,685,160,0
2024-12-02 07:40:00,1733125200,2632.486,2633.664,2632.052,2632.778,624,160,0
2024-12-02 07:45:00,1733125500,2632.74,2632.74,2630.266,2630.836,644,160,0
2024-12-02 07:50:00,1733125800,2630.816,2631.016,2628.814,2629.636,754,160,0
2024-12-02 07:55:00,1733126100,2629.741,2630.334,2628.795,2629.898,718,160,0
2024-12-02 08:00:00,1733126400,2629.859,2630.13,2626.826,2627.386,1188,160,0
2024-12-02 08:05:00,1733126700,2627.353,2629.963,2627.319,2629.141,944,160,0
2024-12-02 08:10:00,1733127000,2629.177,2631.862,2628.872,2630.59,853,159,0
2024-12-02 08:15:00,1733127300,2630.635,2630.757,2629.432,2630.353,704,160,0
2024-12-02 08:20:00,1733127600,2630.314,2632.581,2629.783,2632.552,870,159,0
2024-12-02 08:25:00,1733127900,2632.509,2632.841,2630.082,2630.188,864,159,0
2024-12-02 08:30:00,1733128200,2630.158,2630.406,2627.606,2627.753,911,160,0
2024-12-02 08:35:00,1733128500,2627.8,2629.085,2626.906,2627.227,916,160,0
2024-12-02 08:40:00,1733128800,2627.168,2629.607,2626.514,2629.486,920,159,0
2024-12-02 08:45:00,1733129100,2629.519,2631.111,2629.385,2631.092,816,159,0
2024-12-02 08:50:00,1733129400,2631.12,2631.642,2628.808,2629.033,740,160,0
2024-12-02 08:55:00,1733129700,2628.991,2630.971,2628.946,2629.484,541,159,0
2024-12-02 09:00:00,1733130000,2629.511,2630.709,2628.532,2630.418,1277,159,0
2024-12-02 09:05:00,1733130300,2630.463,2631.706,2629.688,2631.331,694,160,0
2024-12-02 09:10:00,1733130600,2631.315,2634.282,2631.094,2633.977,896,160,0
2024-12-02 09:15:00,1733130900,2634.084,2636.076,2633.733,2635.582,947,160,0
2024-12-02 09:20:00,1733131200,2635.55,2636.454,2633.969,2634.9,826,160,0
2024-12-02 09:25:00,1733131500,2634.986,2636.685,2634.484,2635.595,712,160,0
2024-12-02 09:30:00,1733131800,2635.629,2636.845,2635.562,2636.415,661,160,0
2024-12-02 09:35:00,1733132100,2636.433,2636.496,2634.604,2634.855,684,159,0
2024-12-02 09:40:00,1733132400,2634.823,2635.433,2633.795,2634.29,656,160,0
2024-12-02 09:45:00,1733132700,2634.286,2634.518,2632.6,2634.21,719,160,0
2024-12-02 09:50:00,1733133000,2634.221,2634.396,2632.975,2633.615,598,159,0
2024-12-02 09:55:00,1733133300,2633.591,2634.625,2633.312,2633.666,588,159,0
2024-12-02 10:00:00,1733133600,2633.624,2635.866,2633.318,2635.702,522,160,0
2024-12-02 10:05:00,1733133900,2635.742,2636.537,2635.13,2635.827,723,160,0
2024-12-02 10:10:00,1733134200,2635.815,2637.286,2635.27,2636.47,753,159,0
2024-12-02 10:15:00,1733134500,2636.444,2636.444,2634.61,2634.893,651,159,0
2024-12-02 10:20:00,1733134800,2634.872,2636.741,2634.872,2635.123,695,159,0
2024-12-02 10:25:00,1733135100,2635.114,2637.682,2634.779,2636.829,601,160,0
2024-12-02 10:30:00,1733135400,2636.782,2637.381,2636.171,2636.2,610,160,0
2024-12-02 10:35:00,1733135700,2636.143,2637.302,2635.356,2635.434,487,160,0
2024-12-02 10:40:00,1733136000,2635.406,2635.778,2633.918,2634.455,599,160,0
2024-12-02 10:45:00,1733136300,2634.416,2635.604,2634.326,2635.108,571,160,0
2024-12-02 10:50:00,1733136600,2635.141,2635.891,2634.866,2635.222,434,160,0
2024-12-02 10:55:00,1733136900,2635.175,2636.43,2634.601,2635.792,599,159,0
2024-12-02 11:00:00,1733137200,2635.771,2638.69,2635.648,2637.67,1135,160,0
2024-12-02 11:05:00,1733137500,2637.646,2638.035,2636.441,2637.827,693,159,0
2024-12-02 11:10:00,1733137800,2637.79,2639.997,2637.422,2639.744,686,160,0
2024-12-02 11:15:00,1733138100,2639.78,2642.601,2639.683,2642.15,900,159,0
2024-12-02 11:20:00,1733138400,2642.186,2643.637,2640.057,2641.269,1164,159,0
2024-12-02 11:25:00,1733138700,2641.27,2641.895,2639.258,2639.592,764,160,0
2024-12-02 11:30:00,1733139000,2639.561,2643.561,2637.073,2643.531,1291,160,0
2024-12-02 11:35:00,1733139300,2643.482,2646.089,2642.524,2643.25,1554,159,0
2024-12-02 11:40:00,1733139600,2643.22,2645.818,2642.76,2645.578,1102,160,0
2024-12-02 11:45:00,1733139900,2645.58,2646.37,2644.685,2644.685,723,160,0
2024-12-02 11:50:00,1733140200,2644.627,2644.627,2641.697,2642.284,780,160,0
2024-12-02 11:55:00,1733140500,2642.268,2642.598,2641.305,2641.885,654,159,0
2024-12-02 12:00:00,1733140800,2641.837,2641.903,2639.607,2640.399,702,160,0
2024-12-02 12:05:00,1733141100,2640.363,2642.759,2640.129,2642.634,697,159,0
2024-12-02 12:10:00,1733141400,2642.647,2645.178,2642.502,2643.118,946,160,0
2024-12-02 12:15:00,1733141700,2643.126,2643.536,2642.106,2643.465,596,159,0
2024-12-02 12:20:00,1733142000,2643.474,2644.018,2642.735,2643.809,666,159,0
2024-12-02 12:25:00,1733142300,2643.822,2644.185,2641.701,2642.097,679,159,0
2024-12-02 12:30:00,1733142600,2642.136,2642.7,2640.867,2642.353,664,160,0
2024-12-02 12:35:00,1733142900,2642.394,2643.401,2641.393,2642.108,694,160,0
2024-12-02 12:40:00,1733143200,2642.139,2642.235,2640.742,2641.301,576,160,0
2024-12-02 12:45:00,1733143500,2641.321,2642.308,2639.094,2641.091,827,159,0
2024-12-02 12:50:00,1733143800,2641.132,2641.677,2640.046,2640.535,762,160,0
2024-12-02 12:55:00,1733144100,2640.574,2643.743,2640.503,2641.034,879,160,0
2024-12-02 13:00:00,1733144400,2640.991,2640.991,2637.048,2640.105,2074,159,0
2024-12-02 13:05:00,1733144700,2640.147,2641.433,2638.824,2639.115,1271,159,0
2024-12-02 13:10:00,1733145000,2639.082,2640.362,2637.944,2640.299,1078,159,0
2024-12-02 13:15:00,1733145300,2640.255,2642.63,2640.066,2642.236,994,160,0
2024-12-02 13:20:00,1733145600,2642.259,2647.17,2641.898,2647.084,1476,159,0
2024-12-02 13:25:00,1733145900,2647.038,2647.092,2643.865,2644.699,1270,160,0
2024-12-02 13:30:00,1733146200,2644.741,2646.015,2643.475,2644.645,1380,160,0
2024-12-02 13:35:00,1733146500,2644.656,2646.532,2643.013,2645.826,1293,159,0
2024-12-02 13:40:00,1733146800,2645.825,2648.866,2645.734,2646.719,1424,159,0
2024-12-02 13:45:00,1733147100,2646.771,2646.985,2643.874,2644.85,1120,159,0
2024-12-02 13:50:00,1733147400,2644.823,2647.011,2643.885,2647.011,1216,159,0
2024-12-02 13:55:00,1733147700,2646.968,2647.987,2645.954,2646.921,1097,160,0
2024-12-02 14:00:00,1733148000,2646.895,2647.731,2644.959,2645.797,1198,159,0
2024-12-02 14:05:00,1733148300,2645.841,2648.101,2644.588,2647.798,1188,159,0
2024-12-02 14:10:00,1733148600,2647.823,2651.794,2647.097,2650.706,1554,159,0
2024-12-02 14:15:00,1733148900,2650.66,2651.07,2647.687,2650.068,1253,159,0
2024-12-02 14:20:00,1733149200,2650.122,2651.515,2649.578,2651.064,982,160,0
2024-12-02 14:25:00,1733149500,2651.026,2651.251,2647.733,2647.816,1207,159,0
2024-12-02 14:30:00,1733149800,2647.814,2649.105,2645.265,2648.834,1953,160,0
2024-12-02 14:35:00,1733150100,2648.87,2648.878,2645.422,2645.555,1328,160,0
2024-12-02 14:40:00,1733150400,2645.512,2646.768,2644.909,2646.261,1122,159,0
2024-12-02 14:45:00,1733150700,2646.307,2646.334,2642.431,2644.621,1707,159,0
2024-12-02 14:50:00,1733151000,2644.654,2646.033,2643.748,2645.933,1484,160,0
2024-12-02 14:55:00,1733151300,2645.878,2646.932,2644.99,2645.693,1059,160,0
2024-12-02 15:00:00,1733151600,2645.786,2646.946,2641.36,2643.772,1412,160,0
2024-12-02 15:05:00,1733151900,2643.804,2649.438,2643.804,2645.108,2214,159,0
2024-12-02 15:10:00,1733152200,2645.069,2645.526,2643.683,2644.166,1456,159,0
2024-12-02 15:15:00,1733152500,2644.205,2646.938,2643.391,2646.701,1200,159,0
2024-12-02 15:20:00,1733152800,2646.76,2649.325,2646.586,2647.401,1440,160,0
2024-12-02 15:25:00,1733153100,2647.51,2647.638,2645.259,2645.361,1150,160,0
2024-12-02 15:30:00,1733153400,2645.347,2645.347,2642.337,2643.959,1264,160,0
2024-12-02 15:35:00,1733153700,2643.999,2645.291,2642.595,2644.559,1142,159,0
2024-12-02 15:40:00,1733154000,2644.587,2645.689,2643.358,2644.062,1106,160,0
2024-12-02 15:45:00,1733154300,2643.996,2644.123,2640.421,2641.346,1307,159,0
2024-12-02 15:50:00,1733154600,2641.302,2643.029,2640.257,2642.058,1136,160,0
2024-12-02 15:55:00,1733154900,2642.052,2643.658,2641.462,2642.318,1070,159,0
2024-12-02 16:00:00,1733155200,2642.359,2642.605,2638.577,2640.813,1351,160,0
2024-12-02 16:05:00,1733155500,2640.732,2641.287,2640.154,2641.037,926,160,0
2024-12-02 16:10:00,1733155800,2640.944,2641.823,2639.236,2639.46,916,160,0
2024-12-02 16:15:00,1733156100,2639.452,2642.195,2638.867,2642.101,917,160,0
2024-12-02 16:20:00,1733156400,2642.122,2644.372,2642.006,2644.109,1099,160,0
2024-12-02 16:25:00,1733156700,2644.075,2644.303,2642.228,2642.948,1051,160,0
2024-12-02 16:30:00,1733157000,2643.054,2643.284,2640.156,2640.778,954,160,0
2024-12-02 16:35:00,1733157300,2640.791,2641.545,2639.392,2640.398,1089,159,0
2024-12-02 16:40:00,1733157600,2640.445,2641.924,2640.084,2640.247,827,160,0
2024-12-02 16:45:00,1733157900,2640.221,2642.241,2639.553,2641.815,781,160,0
2024-12-02 16:50:00,1733158200,2641.857,2642.526,2641.177,2641.623,905,160,0
2024-12-02 16:55:00,1733158500,2641.595,2642.112,2640.821,2641.359,715,160,0
2024-12-02 17:00:00,1733158800,2641.316,2641.694,2638.796,2639.047,929,159,0
2024-12-02 17:05:00,1733159100,2639.02,2639.999,2638.37,2639.913,686,159,0
2024-12-02 17:10:00,1733159400,2639.944,2641.333,2639.172,2640.826,767,160,0
2024-12-02 17:15:00,1733159700,2640.787,2642.005,2639.95,2641.645,644,160,0
2024-12-02 17:20:00,1733160000,2641.647,2641.683,2639.755,2639.766,571,159,0
2024-12-02 17:25:00,1733160300,2639.74,2640.106,2639.103,2639.698,695,160,0
2024-12-02 17:30:00,1733160600,2639.662,2640.728,2638.928,2639.455,699,159,0
2024-12-02 17:35:00,1733160900,2639.482,2639.824,2638.618,2639.376,698,159,0
2024-12-02 17:40:00,1733161200,2639.401,2639.705,2638.424,2639.023,645,160,0
2024-12-02 17:45:00,1733161500,2638.992,2639.197,2637.515,2637.979,713,160,0
2024-12-02 17:50:00,1733161800,2637.979,2639.248,2637.321,2638.062,634,159,0
2024-12-02 17:55:00,1733162100,2638.048,2639.391,2637.883,2638.82,619,160,0
2024-12-02 18:00:00,1733162400,2638.834,2638.924,2636.899,2636.984,780,159,0
