datetime,timestamp,open,high,low,close,volume,spread,real_volume
2024-12-02 18:05:00,1733162700,2636.979,2637.001,2634.941,2635.909,836,159,0
2024-12-02 18:10:00,1733163000,2635.879,2636.619,2635.489,2636.409,661,160,0
2024-12-02 18:15:00,1733163300,2636.412,2636.928,2634.607,2635.21,626,160,0
2024-12-02 18:20:00,1733163600,2635.169,2635.922,2633.546,2634.098,866,160,0
2024-12-02 18:25:00,1733163900,2634.122,2636.053,2633.66,2635.668,829,159,0
2024-12-02 18:30:00,1733164200,2635.611,2636.735,2635.267,2636.626,500,160,0
2024-12-02 18:35:00,1733164500,2636.647,2637.471,2635.875,2637.026,567,160,0
2024-12-02 18:40:00,1733164800,2637.03,2637.082,2635.614,2636.064,448,160,0
2024-12-02 18:45:00,1733165100,2636.039,2637.303,2635.843,2636.219,506,160,0
2024-12-02 18:50:00,1733165400,2636.258,2637.595,2636.258,2637.239,440,160,0
2024-12-02 18:55:00,1733165700,2637.199,2637.392,2636.777,2636.947,452,159,0
2024-12-02 19:00:00,1733166000,2636.997,2638.317,2636.738,2637.995,544,159,0
2024-12-02 19:05:00,1733166300,2637.958,2638.317,2636.578,2636.582,529,159,0
2024-12-02 19:10:00,1733166600,2636.576,2638.291,2636.576,2638.291,451,160,0
2024-12-02 19:15:00,1733166900,2638.231,2639.291,2638.099,2638.972,532,160,0
2024-12-02 19:20:00,1733167200,2639.002,2640.205,2638.803,2639.256,476,160,0
2024-12-02 19:25:00,1733167500,2639.297,2639.803,2638.308,2638.372,489,160,0
2024-12-02 19:30:00,1733167800,2638.391,2639.146,2638.076,2638.865,407,160,0
2024-12-02 19:35:00,1733168100,2638.876,2639.694,2638.733,2639.203,404,160,0
2024-12-02 19:40:00,1733168400,2639.207,2639.681,2638.75,2639.284,399,160,0
2024-12-02 19:45:00,1733168700,2639.279,2640.169,2639.091,2639.334,399,160,0
2024-12-02 19:50:00,1733169000,2639.333,2639.333,2638.044,2638.241,397,160,0
2024-12-02 19:55:00,1733169300,2638.202,2638.59,2637.388,2637.611,461,159,0
2024-12-02 20:00:00,1733169600,2637.577,2637.577,2636.129,2636.205,433,160,0
2024-12-02 20:05:00,1733169900,2636.228,2636.57,2635.293,2635.969,393,160,0
2024-12-02 20:10:00,1733170200,2635.966,2636.136,2635.267,2635.531,404,159,0
2024-12-02 20:15:00,1733170500,2635.521,2641.249,2635.412,2641.081,1731,159,0
2024-12-02 20:20:00,1733170800,2641.121,2642.29,2640.868,2641.585,770,160,0
2024-12-02 20:25:00,1733171100,2641.577,2642.57,2640.118,2642.288,722,159,0
2024-12-02 20:30:00,1733171400,2642.262,2644.165,2642.2,2643.404,651,160,0
2024-12-02 20:35:00,1733171700,2643.447,2644.237,2642.414,2642.681,592,160,0
2024-12-02 20:40:00,1733172000,2642.683,2643.253,2641.573,2641.573,586,160,0
2024-12-02 20:45:00,1733172300,2641.595,2642.531,2639.631,2639.823,556,160,0
2024-12-02 20:50:00,1733172600,2639.776,2640.627,2638.332,2638.82,516,159,0
2024-12-02 20:55:00,1733172900,2638.854,2638.932,2636.632,2637.134,613,160,0
2024-12-02 21:00:00,1733173200,2637.104,2638.011,2637.075,2637.849,332,160,0
2024-12-02 21:05:00,1733173500,2637.851,2638.671,2637.804,2637.852,288,160,0
2024-12-02 21:10:00,1733173800,2637.851,2638.868,2637.709,2638.335,322,160,0
2024-12-02 21:15:00,1733174100,2638.324,2638.801,2637.74,2637.74,263,159,0
2024-12-02 21:20:00,1733174400,2637.685,2637.725,2637.193,2637.473,233,160,0
2024-12-02 21:25:00,1733174700,2637.47,2637.474,2636.489,2637.078,274,159,0
2024-12-02 21:30:00,1733175000,2637.127,2638.047,2637.091,2637.872,213,160,0
2024-12-02 21:35:00,1733175300,2637.872,2638.068,2637.492,2637.976,259,160,0
2024-12-02 21:40:00,1733175600,2637.938,2638.696,2637.701,2638.529,201,160,0
2024-12-02 21:45:00,1733175900,2638.568,2639.095,2638.492,2638.882,213,160,0
2024-12-02 21:50:00,1733176200,2638.879,2639.077,2638.416,2638.597,154,160,0
2024-12-02 21:55:00,1733176500,2638.597,2639.019,2638.488,2638.713,181,159,0
2024-12-02 23:00:00,1733180400,2638.603,2639.019,2638.4,2639.019,227,160,0
2024-12-02 23:05:00,1733180700,2638.979,2639.579,2638.684,2639.433,180,160,0
2024-12-02 23:10:00,1733181000,2639.429,2640.162,2639.429,2639.905,232,160,0
2024-12-02 23:15:00,1733181300,2639.923,2641.461,2639.921,2641.04,255,160,0
2024-12-02 23:20:00,1733181600,2641.044,2641.631,2640.961,2641.537,248,160,0
2024-12-02 23:25:00,1733181900,2641.544,2642.407,2641.527,2642.013,242,160,0
2024-12-02 23:30:00,1733182200,2642.03,2642.942,2641.812,2642.662,238,160,0
2024-12-02 23:35:00,1733182500,2642.666,2642.887,2641.53,2641.57,279,159,0
2024-12-02 23:40:00,1733182800,2641.564,2641.71,2640.793,2641.256,234,160,0
2024-12-02 23:45:00,1733183100,2641.262,2642.062,2641.071,2641.87,268,160,0
2024-12-02 23:50:00,1733183400,2641.898,2642.362,2641.537,2642.155,245,160,0
2024-12-02 23:55:00,1733183700,2642.157,2642.369,2641.635,2642.211,223,160,0
2024-12-03 00:00:00,1733184000,2642.228,2643.033,2642.101,2642.415,374,160,0
2024-12-03 00:05:00,1733184300,2642.394,2642.56,2641.452,2641.862,564,160,0
2024-12-03 00:10:00,1733184600,2641.852,2642.82,2640.701,2642.275,457,160,0
2024-12-03 00:15:00,1733184900,2642.342,2643.572,2642.14,2643.486,398,159,0
2024-12-03 00:20:00,1733185200,2643.48,2643.978,2643.262,2643.548,377,160,0
2024-12-03 00:25:00,1733185500,2643.582,2644.319,2643.058,2643.367,351,160,0
2024-12-03 00:30:00,1733185800,2643.372,2644.324,2642.955,2644.171,371,160,0
2024-12-03 00:35:00,1733186100,2644.136,2644.275,2642.975,2642.975,304,159,0
2024-12-03 00:40:00,1733186400,2642.946,2642.995,2642.406,2642.607,322,160,0
2024-12-03 00:45:00,1733186700,2642.622,2642.696,2641.881,2642.362,373,160,0
2024-12-03 00:50:00,1733187000,2642.373,2642.568,2640.969,2641.279,383,159,0
2024-12-03 00:55:00,1733187300,2641.239,2641.406,2640.497,2641.091,411,160,0
2024-12-03 01:00:00,1733187600,2641.107,2643.482,2641.065,2642.281,1516,159,0
2024-12-03 01:05:00,1733187900,2642.249,2644.735,2641.883,2643.661,940,160,0
2024-12-03 01:10:00,1733188200,2643.722,2644.46,2642.993,2644.067,739,159,0
2024-12-03 01:15:00,1733188500,2644.115,2645.325,2643.352,2643.517,862,159,0
2024-12-03 01:20:00,1733188800,2643.483,2643.952,2641.425,2641.973,702,159,0
2024-12-03 01:25:00,1733189100,2641.971,2641.972,2637.814,2637.993,845,159,0
2024-12-03 01:30:00,1733189400,2638.033,2640.808,2636.404,2640.483,1078,159,0
2024-12-03 01:35:00,1733189700,2640.537,2641.371,2639.457,2640.015,988,159,0
2024-12-03 01:40:00,1733190000,2640.025,2640.839,2639.701,2640.623,610,160,0
2024-12-03 01:45:00,1733190300,2640.56,2640.723,2634.269,2634.722,967,159,0
2024-12-03 01:50:00,1733190600,2634.688,2636.242,2634.033,2635.008,1100,160,0
2024-12-03 01:55:00,1733190900,2634.983,2636.991,2634.754,2636.508,800,159,0
2024-12-03 02:00:00,1733191200,2636.523,2636.98,2635.46,2636.257,853,159,0
2024-12-03 02:05:00,1733191500,2636.222,2639.095,2635.946,2636.831,993,159,0
2024-12-03 02:10:00,1733191800,2636.821,2638.794,2636.069,2638.424,941,160,0
2024-12-03 02:15:00,1733192100,2638.458,2638.495,2635.972,2636.157,496,159,0
